c1,c1_context,c2,c2_context,match_type
booz allen hamilton,,Booz Allen Hamilton Incorporated,,Match
booz allen hamilton,,Booze Allen,,Match
booz allen hamilton,,Booze Allen Hamilton,,Match
booz allen hamilton,,Booz-Allen,,Match
dupont,,Du Pont,,Match
dupont,,DuPont,,Match
dupont,,Du Pont Corporation,,Match
dupont,,DuPont Corporation,,Match
dupont,,Du Pont Inc.,,Match
dupont,,DuPont Inc.,,Match
dupont,,DuPont Co.,,Match
fluor corporation,,Flour Corporation,,Match
fluor corporation,,Fluor Corp.,,Match
fluor corporation,,Fluor,,Match
fluor corporation,,Flour Corp,,Match
fluor corporation,,Floro Corporation,,Match
fluor corporation,,Flur Corporation,,Match
fluor corporation,,Fluour Corporation,,Match
texas instruments,,Texas Instrument,,Match
texas instruments,,Tx Instruments,,Match
texas instruments,,Texsas Instruments,,Match
texas instruments,,TexasInst,,Match
texas instruments,,TXInstrumnts,,Match
texas instruments,,Texas Instrumnts,,Match
texas instruments,,Texsinst,,Match
university of minnesota,,University of Minnesota,,Match
university of minnesota,,U of M,,Match
university of minnesota,,U Minn,,Match
university of minnesota,,UMinnesota,,Match
university of minnesota,,U o Minnesota,,Match
university of minnesota,,Univ of Minn,,Match
university of minnesota,,Universty of Minnesota,,Match
aramark,,Aramrk,,Match
aramark,,Aramark Inc,,Match
aramark,,Aramrk Co.,,Match
aramark,,Aramark Co.,,Match
aramark,,Armakr,,Match
aramark,,Aramark International,,Match
aramark,,Armark,,Match
abercrombie & fitch,,Abercrombie and Fitch,,Match
abercrombie & fitch,,Abercrombie,,Match
abercrombie & fitch,,Abercrombe & Fitch,,Match
abercrombie & fitch,,A&F,,Match
abercrombie & fitch,,Aber & Fitch,,Match
abercrombie & fitch,,Abercombie & Fitch,,Match
abercrombie & fitch,,Abecrombie $ Fitch,,Match
barclays investment bank,,Barclays Investment Bnk,,Match
barclays investment bank,,Barclays Invest Bank,,Match
barclays investment bank,,Barclays Investmnt Bank,,Match
barclays investment bank,,Barclays Inv Bank,,Match
barclays investment bank,,Barclays Investmnt Bnk,,Match
barclays investment bank,,Barclays Invst Bank,,Match
barclays investment bank,,Barclays Intvestment Bank,,Match
baxter international inc.,,Baxter Intl,,Match
baxter international inc.,,Baxter International,,Match
baxter international inc.,,Baxter Intl Inc,,Match
baxter international inc.,,Baxter Int. Inc.,,Match
baxter international inc.,,Baxter Intenl Inc,,Match
baxter international inc.,,Baxtr International Inc,,Match
baxter international inc.,,Baxter Intnal Inc.,,Match
the dow chemical company,,Dow Chemical,,Match
the dow chemical company,,Dow Chemical Co,,Match
the dow chemical company,,The Dow Chemical Co.,,Match
the dow chemical company,,DowChem,,Match
the dow chemical company,,Dow Chemical Corporation,,Match
the dow chemical company,,DowChem Co.,,Match
the dow chemical company,,Dow Chemicals,,Match
ncr corporation,,NCR Corp,,Match
ncr corporation,,N C R Corporation,,Match
ncr corporation,,NCR Corp.,,Match
ncr corporation,,NCRCorporation,,Match
ncr corporation,,N C R Corp,,Match
ncr corporation,,NCR Corporation Ltd,,Match
ncr corporation,,NCR In.,,Match
weatherford,,Weatherfd,,Match
weatherford,,Weather Fd,,Match
weatherford,,Weatherfrod,,Match
weatherford,,Weathrford,,Match
weatherford,,Weatheford,,Match
weatherford,,Weatherord,,Match
weatherford,,Weathrfd,,Match
victoria's secret,,Victorias Secret,,Match
victoria's secret,,Victoria’s Secret,,Match
victoria's secret,,Vic's Secret,,Match
victoria's secret,,Victoria Secret,,Match
victoria's secret,,Vic Secret,,Match
victoria's secret,,Victoria Scret,,Match
victoria's secret,,VictoriasSct,,Match
delta air lines,,Delta Airlines,,Match
delta air lines,,Delta Airlnes,,Match
delta air lines,,DeltaAir,,Match
delta air lines,,Delta Air,,Match
delta air lines,,Delta Air Lines,,Match
delta air lines,,Delta AL,,Match
delta air lines,,DeltaAirlns,,Match
nyc department of education,,NYC Dept of Education,,Match
nyc department of education,,NY Department of Education,,Match
nyc department of education,,NYC DOE,,Match
nyc department of education,,NYC Dept Education,,Match
nyc department of education,,NYC Dept. Education,,Match
nyc department of education,,NYC Department Ed,,Match
nyc department of education,,NYDEP of Education,,Match
iqvia,,IQVIA Inc,,Match
iqvia,,IQVIA,,Match
iqvia,,IQVIA Co,,Match
iqvia,,IQ VIA,,Match
iqvia,,IQvia,,Match
iqvia,,IQV AI,,Match
iqvia,,Iqvia,,Match
peace corps,,PeaceCorp,,Match
peace corps,,Peace Corp,,Match
peace corps,,Pease Corps,,Match
peace corps,,Peace Corporations,,Match
peace corps,,Peace Corprs,,Match
peace corps,,PeaceCor,,Match
peace corps,,Pece Corps,,Match
prudential financial,,Prudential Fin,,Match
prudential financial,,Prudential,,Match
prudential financial,,Prud Financial,,Match
prudential financial,,Prudential Fin.,,Match
prudential financial,,Prudentl Financial,,Match
prudential financial,,Prudancial Financial,,Match
prudential financial,,Prudent Financial,,Match
linkedin,,Linkdin,,Match
linkedin,,Linked In,,Match
linkedin,,Linkedin,,Match
linkedin,,Linked-In,,Match
linkedin,,Linkedin Corp,,Match
linkedin,,Lnkedin,,Match
linkedin,,Linkedinn,,Match
pizza hut,,Piza Hut,,Match
pizza hut,,Pizza Hut Inc,,Match
pizza hut,,Piza-Hut,,Match
pizza hut,,PizzaHat,,Match
pizza hut,,Pia Hut,,Match
pizza hut,,Pizza Ht,,Match
pizza hut,,PizzaHut,,Match
cvs pharmacy,,CVS Pharamcy,,Match
cvs pharmacy,,CVS Pharm,,Match
cvs pharmacy,,CVSPharmacy,,Match
cvs pharmacy,,C V S Pharmacy,,Match
cvs pharmacy,,CV Pharmacy,,Match
cvs pharmacy,,CVS Pharnacy,,Match
cvs pharmacy,,CVSRx,,Match
philip morris international,,PhilipMorris,,Match
philip morris international,,Philipp Morris,,Match
philip morris international,,Philip Morris Int'l,,Match
philip morris international,,Philip Morris Int,,Match
philip morris international,,Phillip Morris Int,,Match
philip morris international,,Philip Morris Intl,,Match
philip morris international,,Philip-Morris International,,Match
penn state university,,Penn State,,Match
penn state university,,PSU,,Match
penn state university,,Penn St.,,Match
penn state university,,Pen State Univ,,Match
penn state university,,Penn St University,,Match
penn state university,,Pennsylvania State University,,Match
penn state university,,Pen state univ,,Match
united airlines,,UA,,Match
united airlines,,United Air,,Match
united airlines,,UnitedAirlines,,Match
united airlines,,United Airlines Inc,,Match
united airlines,,United Air Lines,,Match
united airlines,,UnitedAirLine,,Match
united airlines,,United,,Match
uc berkeley,,UC Berkeley,,Match
uc berkeley,,University of California Berkeley,,Match
uc berkeley,,UCB,,Match
uc berkeley,,UC Berkley,,Match
uc berkeley,,Cal Berkeley,,Match
uc berkeley,,Berkeley,,Match
uc berkeley,,U.C. Berkeley,,Match
the ohio state university,,Ohio State,,Match
the ohio state university,,OSU,,Match
the ohio state university,,Ohio State University,,Match
the ohio state university,,The Ohio St Univ,,Match
the ohio state university,,The Ohio State,,Match
the ohio state university,,Ohio St Univ,,Match
the ohio state university,,The OSU,,Match
army national guard,,ARNG,,Match
army national guard,,Army Natl Guard,,Match
army national guard,,Army National G,,Match
army national guard,,Army Ntl Guard,,Match
army national guard,,ARN Guard,,Match
army national guard,,Army Ntl G,,Match
army national guard,,U.S. Army National Guard,,Match
bosch,,Bosch Ltd,,Match
bosch,,Robert Bosch GmbH,,Match
bosch,,Bosch Group,,Match
bosch,,Bocsh,,Match
bosch,,Bosc,,Match
bosch,,Bosch Corporation,,Match
bosch,,Boch,,Match
u.s. department of state,,Department of State,,Match
u.s. department of state,,US Dept. of State,,Match
u.s. department of state,,DOS,,Match
u.s. department of state,,State Dept,,Match
u.s. department of state,,U.S. State Dept,,Match
u.s. department of state,,Dept of State,,Match
u.s. department of state,,U.S. Department of State,,Match
ogilvy & mather,,Ogilvy,,Match
ogilvy & mather,,O&M,,Match
ogilvy & mather,,Ogilvy Mather,,Match
ogilvy & mather,,Ogilvy and Mather,,Match
ogilvy & mather,,Ogilvy M.,,Match
ogilvy & mather,,Ogilvey & Mather,,Match
ogilvy & mather,,Og Mather,,Match
gap inc.,,GAP,,Match
gap inc.,,The Gap,,Match
gap inc.,,Gap Incorporated,,Match
gap inc.,,Gap Inc,,Match
gap inc.,,Gap Incorperated,,Match
gap inc.,,Gap INC,,Match
kimberly-clark,,Kimberly Clark,,Match
kimberly-clark,,Kimberly-Clark Corporation,,Match
kimberly-clark,,Kleenex,,Match
kimberly-clark,,Kimbely-Clark,,Match
kimberly-clark,,KimberlyClark,,Match
kimberly-clark,,Kimberly Clark Corp,,Match
kimberly-clark,,K-C,,Match
stanford university,,Stanford,,Match
stanford university,,Stanford Univ,,Match
stanford university,,Stanford University,,Match
stanford university,,Stamford University,,Match
stanford university,,Stanford Unv,,Match
stanford university,,Stanford U,,Match
thermo fisher scientific,,Thermo Fisher,,Match
thermo fisher scientific,,ThermoFisher,,Match
thermo fisher scientific,,Thermo Fisher Scientific Inc,,Match
thermo fisher scientific,,ThermoFisher Scientific,,Match
thermo fisher scientific,,Thermo Fisher Scientific,,Match
thermo fisher scientific,,Thermo Fisher Sci,,Match
thermo fisher scientific,,ThermoFisherSci,,Match
american red cross,,Red Cross,,Match
american red cross,,AMRC,,Match
american red cross,,Amrcan Red Cross,,Match
american red cross,,American RedCross,,Match
american red cross,,Amer Red Cross,,Match
american red cross,,American R. Cross,,Match
american red cross,,AmericanRedCross,,Match
fedex,,FedEx Corporation,,Match
fedex,,Federal Express,,Match
fedex,,FEDEX,,Match
fedex,,Fed Ex,,Match
fedex,,Fedex Corp,,Match
fedex,,FexEx,,Match
fedex,,FEDEX Corp,,Match
alstom,,ALSTOM,,Match
alstom,,Alsthom,,Match
alstom,,Alstom SA,,Match
alstom,,AlstomInc,,Match
alstom,,Alistom,,Match
alstom,,ALSTM,,Match
alstom,,Alston,,Match
novo nordisk,,Novo,,Match
novo nordisk,,Novo Nordisk A/S,,Match
novo nordisk,,NovoNordisk,,Match
novo nordisk,,Nordisk,,Match
novo nordisk,,Novo-Nordisk,,Match
novo nordisk,,NovoNordiskAS,,Match
novo nordisk,,Novo Nordsk,,Match
sun microsystems,,SunMicroSystems,,Match
sun microsystems,,Sun,,Match
sun microsystems,,SunMicros,,Match
sun microsystems,,Sun Microsystems Inc,,Match
sun microsystems,,Sun Microsystems,,Match
sun microsystems,,SUN,,Match
sun microsystems,,Sun Micro,,Match
boston scientific,,BostonSci,,Match
boston scientific,,Boston Scientific Corporation,,Match
boston scientific,,Boston Scntfc,,Match
boston scientific,,BosSci,,Match
boston scientific,,BostonScientific,,Match
boston scientific,,Boston Sci,,Match
boston scientific,,Boston Sci Inc,,Match
travelers,,Travellers,,Match
travelers,,Travelers Corporation,,Match
travelers,,The Travelers Companies,,Match
travelers,,Travleres,,Match
travelers,,Travelrs,,Match
travelers,,Travelers Companies,,Match
travelers,,Travleers,,Match
dxc technology,,DXC,,Match
dxc technology,,DXC Tech,,Match
dxc technology,,DXC Technology Company,,Match
dxc technology,,DXC Technology Co,,Match
dxc technology,,DXC Technology Corporation,,Match
dxc technology,,DXCTech,,Match
dxc technology,,DXC Technlgy,,Match
ge power,,GE Power,,Match
ge power,,GE Powe,,Match
ge power,,G.E. Power,,Match
ge power,,General Electric Power,,Match
ge power,,Ge Power,,Match
ge power,,gepower,,Match
ge power,,GEPower,,Match
aetna,,Aetna,,Match
aetna,,Aetena,,Match
aetna,,Atena,,Match
aetna,,Etna,,Match
aetna,,Aetna Inc.,,Match
aetna,,Aetna Insurance,,Match
aetna,,Aetna Insurance Inc.,,Match
symantec,,Symmantec,,Match
symantec,,Symanetc,,Match
symantec,,Symantec Corporation,,Match
symantec,,Symntec,,Match
symantec,,Symantec Corp.,,Match
symantec,,Symantec Inc.,,Match
symantec,,Symantic,,Match
costco wholesale,,Costco Whole Sale,,Match
costco wholesale,,Costco,,Match
costco wholesale,,Costco Wholesele,,Match
costco wholesale,,Costco Wholesal,,Match
costco wholesale,,Costco Wholesale Corporation,,Match
costco wholesale,,Costco Wholesale Inc.,,Match
costco wholesale,,Cost Co Wholesale,,Match
new york life insurance company,,New York Life Insurance Co.,,Match
new york life insurance company,,NY Life Insurance Company,,Match
new york life insurance company,,New York Life,,Match
new york life insurance company,,NewYork Life Insurance Company,,Match
new york life insurance company,,New York Life Ins. Co.,,Match
new york life insurance company,,N.Y. Life Insurance Company,,Match
new york life insurance company,,New York Life Insurance Co,,Match
university of florida,,University of Fla.,,Match
university of florida,,Univ. of Florida,,Match
university of florida,,UF,,Match
university of florida,,U of Florida,,Match
university of florida,,Univ of Florida,,Match
university of florida,,University of FL,,Match
university of florida,,UFL,,Match
sitel,,Sytel,,Match
sitel,,Sittel,,Match
sitel,,SiteL,,Match
sitel,,Sitel Group,,Match
sitel,,Site LLC,,Match
sitel,,SiTel,,Match
sitel,,Stel,,Match
office depot,,Office Depo,,Match
office depot,,OfficeDepot,,Match
office depot,,Office Dpot,,Match
office depot,,Office De Pot,,Match
office depot,,Office Depot Inc.,,Match
office depot,,Office Supply Depot,,Match
office depot,,Officedepot,,Match
time warner cable,,Time Warner Cable Inc.,,Match
time warner cable,,TimeWarner Cable,,Match
time warner cable,,Time Warner,,Match
time warner cable,,TWC,,Match
time warner cable,,T W Cable,,Match
time warner cable,,Time-Warner Cable,,Match
time warner cable,,TimeWarnerCable,,Match
u.s. house of representatives,,U.S. House of Reps,,Match
u.s. house of representatives,,US House of Representatives,,Match
u.s. house of representatives,,US House,,Match
u.s. house of representatives,,U.S. House,,Match
u.s. house of representatives,,House of Representatives,,Match
u.s. house of representatives,,House of Reps,,Match
u.s. house of representatives,,U.S. HoR,,Match
safeway,,Safe Way,,Match
safeway,,Safeaway,,Match
safeway,,Safe Way Inc.,,Match
safeway,,Safewy,,Match
safeway,,Safeway Inc.,,Match
safeway,,Saeway,,Match
safeway,,Safwa,,Match
amgen,,Amgen Inc.,,Match
amgen,,Amgan,,Match
amgen,,AmGen,,Match
amgen,,Agen,,Match
amgen,,Amgn,,Match
amgen,,AmgenCorp,,Match
amgen,,Am Gen,,Match
the university of texas at austin,,University of Texas at Austin,,Match
the university of texas at austin,,Univ. of Texas at Austin,,Match
the university of texas at austin,,UT Austin,,Match
the university of texas at austin,,The Univ. of Texas at Austin,,Match
the university of texas at austin,,University of TX at Austin,,Match
the university of texas at austin,,U Texas Austin,,Match
the university of texas at austin,,UTexas Austin,,Match
mars,,Mars Inc.,,Match
mars,,MARS,,Match
mars,,Marz,,Match
mars,,Mars Corporation,,Match
mars,,M ARS,,Match
mars,,Marss,,Match
mars,,Mars Co.,,Match
university of illinois at urbana-champaign,,Univ of Illinois at Urbana-Champaign,,Match
university of illinois at urbana-champaign,,U of Illinois Urbana-Champaign,,Match
university of illinois at urbana-champaign,,University of Illinois Urbana-Champaign,,Match
university of illinois at urbana-champaign,,UIUC,,Match
university of illinois at urbana-champaign,,University of IL at Urbana-Champaign,,Match
university of illinois at urbana-champaign,,Illinois at Urbana-Champaign,,Match
university of illinois at urbana-champaign,,Univ Illinois Urbana-Champaign,,Match
aflac,,Aflac Corp.,,Match
aflac,,Aflak,,Match
aflac,,Aflc,,Match
aflac,,Afl ack,,Match
aflac,,Aflac Inc.,,Match
aflac,,Aflacc,,Match
aflac,,Aflax,,Match
ucla,,UCL A,,Match
ucla,,Ucla,,Match
ucla,,U C L A,,Match
ucla,,UC Los Angeles,,Match
ucla,,Univ of California Los Angeles,,Match
ucla,,U of C Los Angeles,,Match
aerotek,,Aerotec,,Match
aerotek,,AeroTek,,Match
aerotek,,Airotek,,Match
aerotek,,Aerotk,,Match
aerotek,,Aerotek Inc.,,Match
aerotek,,Arerotek,,Match
aerotek,,Aerotech,,Match
michigan state university,,Michigan State Univ.,,Match
michigan state university,,MI State University,,Match
michigan state university,,MSU,,Match
michigan state university,,Mich. State Univ.,,Match
michigan state university,,Michigan St. University,,Match
michigan state university,,MichiganStateUniversity,,Match
michigan state university,,Michigan State U.,,Match
